id,is_lens,prob_lens
object_00154,0,0.01391667
object_00161,1,0.58186054
object_00160,0,0.037372716
object_00163,0,0.008312558
object_00166,1,0.99998426
object_00164,0,0.0075330925
object_00169,0,0.0014104727
object_00168,0,0.0004923013
object_00162,0,5.7297784e-06
object_00165,0,2.4140782e-06
object_00167,0,0.009326912
object_00171,0,0.0856516
object_00170,0,0.044334114
object_00172,1,0.6811907
object_00173,0,0.00063028035
object_00174,0,0.09677481
object_00175,1,0.9981799
object_00177,0,0.2746266
object_00176,0,9.607905e-05
object_00182,0,0.015350256
object_00183,0,0.00019003409
object_00181,0,0.00014138251
object_00180,0,5.4231505e-06
object_00179,0,0.105731435
object_00184,0,0.013170723
object_00185,0,0.0022618165
object_00186,0,0.20691036
object_00178,0,8.712972e-05
object_00189,0,7.1329428e-06
object_00187,0,0.14101626
object_00188,0,0.01726426
object_00191,0,1.6936816e-05
object_00190,0,0.033637553
object_00193,0,0.102022946
object_00192,0,0.028619379
object_00196,0,0.0503756
object_00194,0,0.009704508
object_00198,0,5.835066e-05
object_00200,0,5.7265963e-05
object_00202,0,0.0019448171
object_00199,0,0.008238077
object_00195,0,0.0009124881
object_00203,0,0.056397267
object_00201,1,0.9983368
object_00206,1,0.6330189
object_00197,0,0.00077745714
object_00204,0,1.5201561e-05
object_00205,0,0.0013188531
object_00207,0,0.0037261243
object_00211,0,0.009742689
object_00209,0,0.0027969726
object_00208,0,0.00019468671
object_00212,0,0.0002915415
object_00215,1,0.90258783
object_00210,0,0.003399661
object_00213,1,0.7569642
object_00214,0,0.0009751656
object_00220,0,0.00054303446
object_00217,0,0.0024837577
object_00221,0,0.00029608526
object_00219,1,0.6175074
object_00216,1,0.7320692
object_00218,0,0.01631873
object_00222,0,0.0082622515
object_00223,0,1.2348722e-05
object_00226,1,0.8902587
object_00225,0,0.14364919
object_00224,0,0.0013268421
object_00227,0,0.023309981
object_00229,0,0.00021204968
object_00228,0,0.0011650459
object_00230,1,0.8158457
object_00232,0,2.1218428e-05
object_00231,1,0.93034375
object_00237,0,0.0052693407
object_00234,0,0.35112417
object_00238,0,0.117188334
object_00236,1,0.9848897
object_00235,0,0.21982554
object_00233,0,0.011448607
object_00239,0,0.00040291075
object_00246,1,0.9897223
object_00247,0,0.0024783316
object_00241,0,0.00042805212
object_00242,0,0.026081935
object_00240,1,0.9654735
object_00245,0,2.1946793e-05
object_00244,0,0.028725205
object_00253,0,0.056233887
object_00250,0,2.3269797e-05
object_00249,0,0.27395326
object_00251,1,0.92708623
object_00248,1,0.9303973
object_00243,0,0.12035765
object_00255,0,0.00080385566
object_00254,0,0.12214392
object_00252,0,0.017401587
object_00257,0,0.000735384
object_00259,0,0.013240384
object_00256,0,0.00078761537
object_00261,0,0.07200335
object_00262,0,0.0026316026
object_00258,0,4.791067e-07
object_00263,0,0.07705567
object_00266,0,0.020396946
object_00264,0,0.0002394137
object_00265,0,0.012528889
object_00271,0,0.0003193963
object_00269,1,0.65847987
object_00267,1,0.9996697
object_00260,1,0.98900944
object_00268,0,0.02694888
object_00270,0,0.00028809294
object_00276,0,0.009038277
object_00272,1,0.50208586
object_00275,0,0.03206474
object_00274,0,4.621916e-06
object_00279,0,0.034158662
object_00273,1,0.71683073
object_00277,0,0.04422073
object_00278,0,0.0020166053
object_00281,1,0.9999099
object_00282,0,0.010544508
object_00283,0,0.00024589925
object_00284,0,0.031473454
object_00280,1,0.78624815
object_00285,0,0.39237007
object_00286,0,2.5161991e-05
object_00287,0,0.053641643
object_00288,0,0.08351742
object_00290,0,0.00021866028
object_00289,1,0.9696106
object_00295,0,4.474478e-05
object_00291,1,0.99998665
object_00294,0,0.2351939
object_00293,1,0.5167256
object_00292,1,0.99998426
object_00296,0,2.1353748e-05
object_00301,0,0.0021234741
object_00297,1,0.9784048
object_00299,0,0.000509464
object_00303,0,0.000104223865
object_00300,0,0.031306263
object_00298,0,0.0005546332
object_00302,0,0.0002918747
object_00309,0,0.09848846
object_00304,0,0.26358885
object_00307,0,0.001403502
object_00311,1,0.7140418
object_00306,0,0.008132406
object_00313,0,0.0039381273
object_00308,0,3.1771873e-05
object_00310,0,0.0022384014
object_00312,1,0.60517377
object_00305,0,0.014967192
object_00314,0,0.04105849
object_00316,0,0.027448738
object_00318,0,0.001030015
object_00315,0,0.15670317
object_00319,1,0.80188847
object_00317,0,0.00023047156
object_00321,0,4.8826856e-05
object_00322,0,0.42671242
object_00324,1,0.67705405
object_00327,0,0.46655336
object_00320,0,0.17109555
object_00323,0,0.04096272
object_00326,0,0.00074058253
object_00325,0,4.0980503e-05
object_00333,0,0.23895398
object_00329,0,0.0013541676
object_00328,0,0.07259702
object_00334,0,0.0056846994
object_00331,0,0.00050961
object_00330,0,0.0007041808
object_00332,1,0.7571774
object_00335,1,0.82995516
object_00337,0,0.054964215
object_00340,0,0.0036368796
object_00339,0,0.00065684965
object_00336,0,0.0064147953
object_00342,0,0.028942667
object_00344,0,0.022294614
object_00338,0,0.18941616
object_00341,0,0.031180268
object_00346,0,0.0018006294
object_00348,0,0.00028263405
object_00345,0,0.0002966014
object_00350,1,0.71305746
object_00347,0,0.0026640124
object_00343,0,0.06915688
object_00349,0,5.73946e-05
object_00351,0,3.1659933e-05
object_00353,0,0.004862237
object_00352,1,0.6210279
object_00354,0,0.0003934805
object_00355,0,0.00089610816
object_00359,0,0.0002508316
object_00358,0,0.07786725
object_00360,1,0.8847983
object_00357,1,0.98997855
object_00356,0,1.2482864e-06
object_00361,1,0.99339527
object_00365,0,0.0074396776
object_00364,0,0.009517216
object_00362,0,0.01389645
object_00367,0,0.000463853
object_00366,0,0.08447279
object_00363,0,0.004567798
object_00368,0,0.35233757
object_00373,0,0.0012506418
object_00371,0,0.0029723914
object_00369,0,3.356406e-05
object_00370,0,0.077138826
object_00374,0,0.00016596154
object_00375,0,8.35439e-05
object_00372,0,0.013246335
object_00376,0,0.0010545945
object_00377,0,0.00042676684
object_00378,0,0.036134165
object_00380,0,0.004050285
object_00381,0,4.7497764e-05
object_00382,0,0.1194359
object_00383,0,0.0036464045
object_00379,0,0.19436891
object_00385,0,0.017836941
object_00384,0,0.14076512
object_00387,0,0.0024128763
object_00396,0,0.010641084
object_00389,0,0.10802451
object_00388,0,0.0018706636
object_00386,0,0.00093047466
object_00394,1,0.9825821
object_00391,0,0.053784676
object_00395,0,0.021006348
object_00390,0,0.0088901585
object_00393,0,0.059988525
object_00392,1,0.90098584
object_00397,1,0.99317545
object_00398,0,0.009138879
object_00399,0,0.49307534
object_00400,0,0.0005530769
object_00404,0,0.45436233
object_00401,0,0.022536138
object_00402,0,0.0016981419
object_00405,0,3.6481315e-06
object_00406,0,1.9554956e-05
object_00407,0,0.15988193
object_00403,1,0.91677916
object_00408,0,0.0005735359
object_00409,0,0.020854428
object_00412,0,0.031559926
object_00414,0,0.09519566
object_00411,0,2.7545607e-06
object_00410,0,0.004218476
object_00415,0,0.13391979
object_00413,0,0.004041863
object_00418,1,0.8849216
object_00416,0,0.00036901628
object_00417,0,0.007546273
object_00419,0,0.0010613246
object_00422,1,0.9313256
object_00420,0,7.7214196e-07
object_00423,0,0.00031151148
object_00425,0,0.0033009173
object_00424,0,0.24936955
object_00421,1,0.9857657
object_00426,0,0.00055839133
object_00427,1,0.9895614
object_00429,0,1.7939705e-05
object_00428,0,0.0044785053
object_00431,1,0.9978036
object_00430,0,0.001247937
object_00436,0,1.6396787e-05
object_00432,0,0.007364731
object_00433,0,0.17292264
object_00438,0,0.21144503
object_00442,0,0.028909381
object_00434,1,0.9998115
object_00440,0,0.15872021
object_00437,0,0.00011786794
object_00435,0,0.005652614
object_00441,0,0.20048712
object_00444,0,0.0057399943
object_00443,0,0.046237808
object_00439,0,0.047916863
object_00445,0,0.00016084217
object_00446,0,0.0009805282
object_00447,1,0.9998907
object_00448,0,0.4204235
object_00451,0,0.24165307
object_00453,1,0.99908435
object_00454,0,0.046147466
object_00450,0,0.011380009
object_00449,0,0.0013912979
object_00457,1,0.999998
object_00456,1,0.9851574
object_00452,0,0.08797445
object_00459,0,4.549183e-07
object_00460,0,0.0009665052
object_00458,0,0.01337732
object_00455,0,0.07966279
object_00461,0,0.11192478
object_00463,0,0.04232811
object_00462,0,0.008108796
object_00464,0,0.069481835
object_00465,0,0.00011288669
object_00467,0,1.1772295e-06
object_00470,0,0.0009043503
object_00466,1,0.97942275
object_00468,0,0.017787337
object_00469,1,0.99800974
object_00473,0,0.23190676
object_00471,0,0.0017458292
object_00475,0,0.00019980076
object_00476,0,0.046002366
object_00474,0,0.12931436
object_00472,1,0.97159237
object_00477,0,0.01691102
object_00479,0,0.0018644657
object_00478,0,0.0006392441
object_00480,0,0.029685616
object_00482,0,0.0018581129
object_00486,0,0.0011273308
object_00484,0,0.0010197889
object_00485,0,0.008764941
object_00488,0,0.0017904381
object_00481,0,0.005668895
object_00491,0,0.005330607
object_00489,0,0.3751908
object_00483,0,0.025484055
object_00487,0,0.11386018
object_00490,0,1.5076275e-05
object_00492,0,9.0936817e-07
object_00495,0,0.22189286
object_00494,0,1.6143917e-07
object_00493,0,1.770843e-05
object_00498,0,0.13364948
object_00500,0,0.15465017
object_00497,0,0.023063766
object_00499,0,0.16300517
object_00502,0,0.052173007
object_00503,0,0.00014660509
object_00496,0,0.12632965
object_00506,0,0.006870454
object_00509,0,6.0777853e-05
object_00505,0,1.2820258e-05
object_00507,0,0.21384811
object_00508,0,0.0011587694
object_00501,1,0.9973642
object_00504,0,0.0014086108
object_00510,0,0.017935906
object_00511,1,0.9980957
object_00512,0,0.021913638
object_00518,0,2.8476687e-05
object_00513,0,0.00015241258
object_00514,0,6.504988e-05
object_00517,1,0.9993382
object_00519,0,0.10022695
object_00516,0,0.004334783
object_00521,0,0.053546272
object_00522,0,0.07505695
object_00520,0,0.060746472
object_00515,0,0.000874877
object_00523,0,0.19692965
object_00524,0,0.00016706946
object_00527,0,1.9408499e-05
object_00526,0,0.33676144
object_00525,0,0.0012962433
object_00529,0,0.0037591476
object_00530,0,0.0021005156
object_00531,0,0.21770409
object_00528,0,0.0033427032
object_00532,0,0.00015966113
object_00533,1,0.8394518
object_00537,0,0.0007052275
object_00534,0,0.03526932
object_00536,0,0.006559742
object_00535,0,0.015355059
object_00538,0,0.00045847523
object_00539,0,0.05681181
object_00543,1,0.99962556
object_00540,0,9.155413e-05
object_00542,0,4.811292e-05
object_00541,0,0.0023730178
object_00544,0,0.013645683
object_00545,0,0.19385754
object_00548,0,0.4233006
object_00550,0,0.0006880842
object_00547,0,0.002492525
object_00549,0,0.43082142
object_00546,0,0.027209591
object_00551,0,0.004575447
object_00555,1,0.8066658
object_00552,0,0.025261253
object_00554,0,0.22251889
object_00553,0,0.0016948325
object_00558,0,0.49083972
object_00556,0,0.0005873817
object_00557,0,0.0014096065
object_00559,1,0.9997594
object_00560,0,0.00021003243
object_00562,1,0.8254794
object_00561,0,0.0018758909
object_00565,1,0.58474094
object_00563,0,0.0005785451
object_00564,0,0.031204605
object_00566,0,0.08548853
object_00571,0,0.024177229
object_00569,0,0.048622042
object_00567,1,0.8614698
object_00572,0,0.00042304996
object_00568,0,0.12337132
object_00570,0,5.4846095e-07
object_00573,0,0.005115401
object_00574,0,0.0099495845
object_00575,0,0.00015544472
object_00578,0,0.17958295
object_00577,0,0.002222344
object_00576,0,8.03723e-05
object_00580,0,0.0031440358
object_00579,0,0.026284086
object_00585,0,0.013452655
object_00581,0,0.0076493006
object_00584,0,0.042005226
object_00586,1,0.99970514
object_00583,0,0.0008057791
object_00582,1,0.95720506
object_00587,0,0.0010724622
object_00588,0,0.0039751744
object_00589,0,0.101929165
object_00590,0,0.037044805
object_00591,0,0.00041166533
object_00598,0,0.002949648
object_00595,0,0.0028470084
object_00594,0,0.0041674986
object_00592,0,0.00023107533
object_00596,0,0.022616994
object_00597,0,0.015094162
object_00593,0,0.09553516
object_00599,0,0.0018907287
object_00601,0,0.0011207244
object_00602,0,0.00062395935
object_00600,0,0.004886588
object_00605,0,0.022336405
object_00606,0,0.002215231
object_00604,0,0.027170291
object_00603,0,8.995259e-06
object_00607,0,0.00021393078
object_00611,0,0.00079180166
object_00610,0,0.015743103
object_00608,0,0.011044839
object_00612,0,0.08809537
object_00614,0,0.0017272161
object_00609,0,9.335775e-05
object_00615,1,0.87160456
object_00616,0,0.022208322
object_00620,1,0.64941794
object_00619,0,0.018142601
object_00618,1,0.9801309
object_00613,1,0.9389141
object_00623,0,0.0004813679
object_00617,0,0.00027936697
object_00621,0,3.744474e-05
object_00622,0,0.16648503
object_00627,0,1.092977e-06
object_00625,1,0.99519
object_00624,0,0.0032183712
object_00630,0,0.0013538136
object_00631,0,0.006571184
object_00626,0,0.30004004
object_00629,1,0.80259603
object_00635,0,0.0026323877
object_00628,0,0.0074496777
object_00632,0,0.018725276
object_00638,0,0.0017530434
object_00634,0,1.2741374e-05
object_00633,0,0.031550396
object_00639,0,0.014132703
object_00636,0,0.03048165
object_00637,0,0.004904796
object_00643,0,0.00012136424
object_00640,0,0.04684876
object_00641,0,0.010996351
object_00642,0,1.1803616e-08
object_00649,0,0.06351434
object_00646,0,0.26481935
object_00645,1,0.586666
object_00651,0,0.3222689
object_00647,1,0.9798353
object_00650,0,0.019595249
object_00644,0,0.00038388747
object_00648,0,0.00016178135
object_00655,0,0.12633455
object_00652,0,0.00011496374
object_00653,0,0.13703454
object_00654,1,0.99999714
object_00658,0,0.29850277
object_00661,0,0.00036831846
object_00660,0,0.000112473754
object_00657,0,0.48206887
object_00662,1,0.996671
object_00659,1,0.75691164
object_00656,0,0.029602872
object_00663,0,0.00011605848
object_00665,0,0.01914342
object_00667,0,0.00010214214
object_00664,0,0.0029246719
object_00669,0,0.002265184
object_00666,0,0.011434989
object_00670,1,0.9929952
object_00668,0,0.0013027405
object_00671,0,0.2042909
object_00673,0,0.0011728214
object_00680,0,1.2427367e-05
object_00676,1,0.862876
object_00675,0,0.18997516
object_00674,0,0.1239092
object_00672,0,0.018786766
object_00678,0,0.00162512
object_00681,0,0.43540618
object_00677,0,0.0002646087
object_00679,1,0.9620003
object_00683,0,0.067836545
object_00682,0,0.029190402
object_00684,0,0.004203661
object_00686,0,0.0053314893
object_00685,0,0.018122174
object_00687,0,0.002864898
object_00690,1,0.923135
object_00689,0,0.024077795
object_00693,0,0.0005834778
object_00697,0,1.469213e-06
object_00691,1,0.99828136
object_00688,0,0.4157705
object_00692,0,0.2282556
object_00694,0,0.0009771782
object_00698,0,0.00040303046
object_00699,1,0.72915053
object_00696,0,0.0073896796
object_00695,0,0.025723182
object_00700,0,0.00019496291
object_00702,0,0.0005946659
object_00703,0,0.019346347
object_00701,0,0.0047987686
object_00705,0,0.089515656
object_00704,0,0.02079905
object_00706,0,0.009806483
object_00708,0,0.014794128
object_00714,1,0.9560533
object_00707,0,0.00075779355
object_00713,0,0.00052870135
object_00711,0,0.01770117
object_00716,0,0.08113564
object_00715,1,0.9999995
object_00709,0,0.102167875
object_00712,1,0.88201624
object_00710,0,0.009892337
object_00719,0,0.024338339
object_00717,0,0.017811796
object_00718,1,0.65915614
object_00723,0,0.0006060275
object_00724,0,0.027837647
object_00722,0,0.00049812783
object_00720,1,0.8565431
object_00727,0,0.00012475552
object_00726,0,0.00036432355
object_00721,0,0.13938144
object_00729,0,0.062087018
object_00725,0,0.05035375
object_00730,0,0.0067829285
object_00728,0,0.013207277
object_00733,0,0.0045308503
object_00731,0,0.025776662
object_00734,0,0.23934266
object_00732,1,0.99983525
object_00735,0,4.2071406e-06
object_00737,0,0.0058163106
object_00739,0,0.006194223
object_00742,0,0.035598774
object_00738,0,0.009749188
object_00736,0,1.6784641e-05
object_00744,1,0.82290596
object_00741,0,1.6191843e-05
object_00745,0,0.0064521087
object_00740,0,0.00016909587
object_00747,0,0.009895163
object_00748,0,3.1590278e-06
object_00746,0,0.0017135008
object_00751,0,0.067250654
object_00749,0,0.05104044
object_00743,1,0.96962917
object_00750,0,0.00089356897
object_00752,0,0.00075825024
object_00754,0,0.0031514948
object_00753,0,0.00058743346
object_00758,0,0.00072297215
object_00756,1,0.6358445
object_00755,0,0.011052865
object_00757,0,0.0009814543
object_00762,0,0.3715385
object_00763,1,0.97213846
object_00761,0,2.2692773e-05
object_00760,0,0.007847709
object_00759,0,0.003857754
object_00766,1,0.9044913
object_00767,0,0.010367931
object_00765,0,0.0008894501
object_00764,0,0.0015943515
object_00769,0,0.055581655
object_00768,0,0.2768998
object_00770,1,0.63727975
object_00774,0,0.004987875
object_00776,0,0.07121953
object_00773,0,0.0012246177
object_00772,0,0.00014100874
object_00777,0,6.325398e-05
object_00775,1,0.72444165
object_00779,1,0.9999963
object_00781,0,0.0020111315
object_00778,0,0.011413523
object_00782,0,4.2013944e-05
object_00771,0,0.017615642
object_00780,0,0.05018285
object_00783,0,0.002178508
object_00785,0,1.7514547e-05
object_00784,0,0.0042362856
object_00789,0,0.14496297
object_00790,0,0.004054623
object_00787,0,4.7149628e-05
object_00786,1,0.9982235
object_00788,0,0.0028373853
object_00793,0,0.3544289
object_00792,0,0.05327049
object_00791,1,0.9646244
object_00796,1,0.9253971
object_00794,0,0.0020490384
object_00798,0,0.022736227
object_00797,0,0.00095141405
object_00795,0,0.11042019
object_00799,0,0.0036129872
object_00802,1,0.8588552
object_00800,0,0.056022853
object_00801,0,0.031029075
object_00805,0,0.000804496
object_00803,0,3.3826072e-05
object_00804,0,0.3659672
object_00806,0,0.012291312
object_00807,0,0.00024436743
object_00810,0,7.722288e-05
object_00808,0,0.023812473
object_00811,0,0.0002658095
object_00809,1,0.9956696
object_00813,0,5.9250342e-05
object_00812,0,0.018178387
object_00815,1,0.9999138
object_00814,1,0.50329566
object_00818,0,6.3760012e-06
object_00816,0,0.19681974
object_00817,0,0.0031683727
object_00819,0,0.13630743
object_00820,0,0.06372069
object_00821,0,0.020290159
object_00822,0,0.0031405825
object_00823,0,0.00015035021
object_00824,0,0.012807058
object_00827,0,0.043712128
object_00825,1,0.8545617
object_00828,0,0.0007904695
object_00829,0,0.0018609557
object_00826,1,0.9999963
object_00831,0,0.03360999
object_00830,0,0.0011938768
object_00833,0,0.06101551
object_00835,0,0.022149872
object_00832,1,0.9602915
object_00837,0,0.022304656
object_00836,1,0.9706895
object_00834,0,0.05155446
object_00839,0,0.14930661
object_00844,0,0.02002189
object_00840,0,1.604622e-06
object_00843,0,0.0016902399
object_00845,0,1.0466423e-06
object_00838,0,4.625969e-06
object_00841,0,0.0022409353
object_00842,0,6.9268855e-05
object_00847,1,0.77476555
object_00846,0,0.0095323855
object_00850,0,0.0006517668
object_00848,0,0.087045185
object_00849,0,1.2650665e-05
object_00852,0,0.00060068147
object_00859,0,0.017256673
object_00851,0,0.062700264
object_00853,0,0.00046497522
object_00854,1,0.99997234
object_00856,0,1.00931065e-05
object_00858,0,0.032231644
object_00860,1,0.99996483
object_00855,1,0.5946354
object_00857,0,0.00029320817
object_00862,0,0.03990734
object_00861,0,0.026331406
object_00863,0,2.1269789e-05
object_00865,0,8.362328e-05
object_00864,0,0.100955874
object_00872,0,0.14574619
object_00869,0,0.17917047
object_00866,0,0.05750317
object_00871,0,0.00036996114
object_00870,0,0.0014455401
object_00868,1,0.5570973
object_00875,1,0.9989998
object_00873,0,0.00026927935
object_00874,0,0.017475491
object_00867,0,0.42925417
object_00877,0,1.7724902e-05
object_00878,1,0.9823178
object_00876,0,0.0002371889
object_00879,0,0.0020566913
object_00881,0,0.0036444417
object_00882,0,0.0143273445
object_00880,0,0.0010909443
object_00883,0,0.0066278693
object_00884,0,0.16636623
object_00885,0,0.009995242
object_00886,0,0.0010940842
object_00887,0,0.012873421
object_00888,0,0.011966419
object_00889,0,0.00020761488
object_00891,0,0.0002696984
object_00890,0,0.0006888913
object_00895,1,0.9908736
object_00894,0,3.1454423e-05
object_00893,0,0.32607
object_00892,0,0.013102639
object_00897,0,0.004572833
object_00898,0,9.399709e-06
object_00899,0,0.0026839569
object_00896,0,7.3606294e-05
object_00904,0,0.34933522
object_00906,0,0.046288352
object_00901,1,0.99999404
object_00900,0,0.0027827688
object_00902,0,0.23945236
object_00903,0,0.0063983104
object_00907,1,0.7772172
object_00908,0,0.0007366441
object_00909,0,0.030966967
object_00905,0,0.012697589
object_00910,0,0.07188441
object_00911,0,0.003673996
object_00912,0,0.026380438
object_00916,0,0.00011746693
object_00913,1,0.91564685
object_00915,0,0.006012255
object_00917,1,0.922527
object_00914,1,0.79947275
object_00918,0,0.074930094
object_00920,0,0.0035776533
object_00923,0,0.0070790253
object_00922,0,0.0013362188
object_00926,0,0.01927122
object_00921,0,0.00044491337
object_00919,0,0.12591116
object_00927,0,0.026745005
object_00924,1,0.61092925
object_00925,0,8.7124e-05
object_00929,0,0.01448502
object_00930,0,0.0018710714
object_00928,0,0.004625295
object_00932,0,0.00044654365
object_00931,0,0.00010393753
object_00934,0,4.294425e-06
object_00936,0,0.0016953787
object_00938,0,4.7321253e-05
object_00933,0,0.40581378
object_00935,0,0.0034938182
object_00937,0,0.0021046083
object_00941,0,0.0036022698
object_00939,0,0.0010705604
object_00942,0,0.0022171037
object_00940,0,0.0002123216
object_00943,0,0.03251985
object_00944,0,0.001390981
object_00947,0,0.017170295
object_00945,0,0.08957298
object_00946,0,0.111862116
object_00948,1,0.9988869
object_00950,0,0.008159856
object_00949,0,6.914166e-06
object_00951,0,6.916047e-05
object_00954,0,0.034283083
object_00957,0,0.0085002845
object_00956,1,0.99879825
object_00952,0,0.0021840192
object_00953,1,0.99833137
object_00955,0,0.004895932
object_00958,0,2.2698661e-05
object_00959,0,7.725891e-06
object_00960,0,0.025074048
object_00961,0,0.07876663
object_00965,1,0.9709528
object_00964,0,0.059393927
object_00963,0,0.07361202
object_00966,1,0.8976179
object_00968,0,0.36232752
object_00962,0,0.005196669
object_00969,0,0.2271446
object_00972,1,0.8796845
object_00967,0,0.0007463557
object_00973,0,5.338467e-05
object_00970,0,0.00058457383
object_00974,0,0.055387318
object_00971,0,0.018204937
object_00975,0,0.016936217
object_00977,0,0.0024172328
object_00976,0,0.015244906
object_00978,0,0.0027223637
object_00979,0,0.0057054986
object_00982,0,0.00044229373
object_00984,0,0.003346703
object_00983,1,0.87393224
object_00980,0,0.0005789922
object_00986,0,0.06661049
object_00985,0,8.511567e-05
object_00981,0,0.00013539214
object_00987,1,0.7539956
object_00988,0,0.17929211
object_00990,0,0.013019536
object_00989,0,0.005084478
object_00991,0,0.0013673838
object_00993,0,0.16260701
object_00994,0,0.00044165272
object_00998,0,0.015376391
object_00995,0,0.0017266874
object_00999,0,0.00033291517
object_00992,0,0.033694763
object_01000,0,0.16022314
object_00997,1,0.8088404
object_01001,0,0.007982662
object_01002,1,0.5149698
object_00996,0,0.016575594
object_01005,0,7.4807053e-06
object_01003,0,8.785055e-05
object_01004,0,0.25299343
object_01006,1,0.99538076
object_01007,0,0.00015181501
object_01010,0,0.063273534
object_01009,0,0.0083146775
object_01008,0,0.0139550865
object_01012,0,0.086917035
object_01015,0,0.010856838
object_01014,0,0.011490544
object_01016,0,0.0025851845
object_01011,0,0.0030455
object_01019,1,0.97301215
object_01013,0,0.003874237
object_01017,0,0.0014340257
object_01020,0,0.2587896
object_01021,0,0.003562886
object_01022,0,0.32023552
object_01018,0,0.16067854
object_01023,0,0.0001625272
object_01025,0,0.18744197
object_01027,0,0.0004149337
object_01024,0,0.00022035092
object_01026,0,0.0001460765
object_01028,0,0.03757583
